trt10,tpop17,pyoung17,white17,black17,asian17,hisp17,pwht17,pblk17,pasian17,phisp17,pcol17,pbiz17,pprof17,minc17,mhval17,mrent17,foreign17,pforeign17,tpop,pyoung,white,black,asian,hisp,pwht,pblk,pasian,phisp,pcol,pbiz,pprof,minc,mhval,mrent,foreign,pforeign,m_minc,gentable,gentable2,c_mhval,c_mrent,c_col,c_minc,m_c_mhval,m_c_mrent,m_c_col,m_c_minc,gent,gent2
010100,3889,34.889999,1517,236,1534,475,39.009998,6.0700002,39.439999,12.21,52.959999,28.559999,23.559999,62414,1145800,1770,1737,44.66,2879,36.990002,1657,159,749,209,57.549999,5.52,26.02,7.2600002,55.630001,33.48,31.610001,76037.3363915122,801814.823205957,1544.62901768062,988,34.32,90298.188,1,0,343985.19,225.37099,-2.670002,-13623.336,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
010200,4167,33.790001,3363,84,503,136,80.709999,2.02,12.07,3.26,85.809998,46.700001,25.450001,151453,1305300,2471,805,19.32,4288,36.919998,3587,31,421,162,83.650002,.72000003,9.8199997,3.78,70.510002,36.360001,33.25,122888.475165025,1206373.07565459,1808.25846657645,533,12.43,90298.188,0,0,98926.922,662.74152,15.299995,28564.525,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
010300,4359,37.490002,2591,0,1266,407,59.439999,0,29.040001,9.3400002,72.790001,34.380001,27.41,150972,1545800,2206,953,21.860001,4092,30.99,2375,23,1434,140,58.040001,.56,35.040001,3.4200001,59.790001,22.42,33.200001,100281.003150707,927944.938922663,1671.97943105262,1404,34.310001,90298.188,0,0,617855.06,534.02057,13,50690.996,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
010400,4536,30.690001,2855,9,1024,344,62.939999,.2,22.57,7.5799999,74.110001,38.290001,30.719999,130732,1519800,2220,1070,23.59,4859,32.619999,3054,30,1523,166,62.849998,.62,31.34,3.4200001,61.380001,28.389999,30.290001,108566.69001033,1057896.98374575,1645.37567368136,1478,30.42,90298.188,0,0,461903.03,574.62433,12.73,22165.311,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
010500,2779,24.719999,1384,252,658,210,49.799999,9.0699997,23.68,7.5599999,78.559998,40.490002,36.099998,135300,1525000,2270,953,34.290001,2217,16.780001,1670,42,380,71,75.330002,1.89,17.139999,3.2,68.540001,46.490002,22.219999,113515.229807263,791430.714825684,2258.77154500877,617,27.09,90298.188,0,0,733569.31,11.228455,10.019997,21784.77,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
010600,3429,35.110001,1213,64,1910,147,35.369999,1.87,55.700001,4.29,48.43,21.84,28.879999,63281,1045700,1134,1658,48.349998,4279,30.1,1377,41,2644,131,32.18,.95999998,61.790001,3.0599999,32.450001,18,17.33,58070.583501114,701574.728576822,1051.37471991565,2118,50.209999,90298.188,1,1,344125.28,82.625282,15.98,5210.4165,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
010700,5548,23.139999,814,0,4308,333,14.67,0,77.650002,6,22.16,18.07,15.95,25323,864100,746,3980,71.739998,5634,19.469999,744,53,4592,136,13.21,.94,81.510002,2.4100001,16.58,10.6,15.35,24729.9753677421,746902.209759218,517.145842700054,4015,71.260002,90298.188,1,1,117197.79,228.85416,5.5799999,593.02466,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
010800,5038,33.82,2335,111,2149,312,46.349998,2.2,42.66,6.1900001,58.400002,24.65,31.940001,108879,1485700,1907,1540,30.57,5130,31.83,2018,39,2813,132,39.34,.75999999,54.830002,2.5699999,46.450001,20.9,26.129999,78030.0969228686,940925.878659821,1288.01260379597,2303,44.889999,90298.188,1,0,544774.13,618.98737,11.950001,30848.902,461054.94,495.1232,12.879997,22653.719,1,gentrifying
010900,4486,44.900002,2954,69,1112,195,65.849998,1.54,24.790001,4.3499999,75.25,40.040001,28.860001,141544,1272400,2415,1050,23.41,4497.73364305071,40.880001,3144.221,65.87891999999999,948.2572,194.6423,69.910004,1.46,21.08,4.3299999,64.779999,33.66,31.98,98123.8805852551,902909.340492212,1473.84341637011,1145.89396853578,25.48,90298.188,0,0,369490.66,941.15656,10.470001,43420.121,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
011000,5127,48.509998,2644,107,2061,315,51.57,2.0899999,40.200001,6.1399999,66.5,36.59,23.610001,121523,1237500,1845,1458,28.440001,5037.26635694928,38.5,1925.779,72.12108000000001,2775.743,141.3577,38.23,1.4299999,55.099998,2.8099999,44.68,20.01,24.200001,67997.274060593,720399.994151826,1204.08710525302,2199.10603146422,43.66,90298.188,1,1,517100,640.9129,21.82,53525.727,461054.94,495.1232,12.879997,22653.719,1,gentrifying
011100,4835,42.48,2226,202,1727,490,46.040001,4.1799998,35.720001,10.13,65.099998,36.240002,27.01,108198,1066000,1673,1661,34.349998,5559,38.66,2679,119,2241,327,48.189999,2.1400001,40.310001,5.8800001,42.619999,20.67,25.08,54401.9464505784,875082.561996991,1151.56298932384,2191,39.41,90298.188,1,1,190917.44,521.43701,22.48,53796.055,461054.94,495.1232,12.879997,22653.719,1,gentrifying
011200,3329,32.68,1955,169,952,150,58.73,5.0799999,28.6,4.5100002,74.470001,31.209999,33.669998,128333,1665600,2094,977,29.35,3700,30.08,2108,37,1367,102,56.970001,1,36.950001,2.76,57.029999,31.18,27.15,112690.137478785,1274831.02061469,1496.71217229421,1124,30.379999,90298.188,0,0,390768.97,597.28784,17.440002,15642.862,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
011300,2843,22.549999,441,0,2223,75,15.51,0,78.190002,2.6400001,24.370001,13.79,21.57,39292,1000000,824,1844,64.860001,3264,19.42,424,28,2675,69,12.99,.86000001,81.949997,2.1099999,16.790001,12.56,15.44,36884.7862807768,949985.5162762291,670.325281087214,2240,68.629997,90298.188,1,1,50014.484,153.67471,7.5799999,2407.2136,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
011700,1790,27.15,562,67,860,185,31.4,3.74,48.040001,10.34,52.560001,18.99,24.4,63250,1708300,1107,1021,57.040001,1747,28.91,527,75,929,144,30.17,4.29,53.18,8.2399998,26.25,12.42,15.91,29193.4351424508,582493.275948359,831.909706776394,1051,60.959999,90298.188,1,1,1125806.8,275.0903,26.310001,34056.566,461054.94,495.1232,12.879997,22653.719,1,gentrifying
011800,1570,28.219999,193,9,1310,24,12.29,.56999999,83.440002,1.53,31.049999,14.73,25.68,37656,,836,1184,75.410004,1528,20.030001,130,4,1358,10,8.5100002,.25999999,88.870003,.64999998,14.63,8.6199999,14.46,28285.7085604237,521055.008896797,742.876631079478,1195,77.050003,90298.188,1,1,,93.123367,16.419998,9370.291,461054.94,495.1232,12.879997,22653.719,1,gentrifying
011901,2699,46.68,1401,59,629,363,51.91,2.1900001,23.299999,13.45,72.07,27.34,39.080002,103835,667300,2153,726,26.9,2450,42.759998,1483.178,61.21495,621.028,193.9252,60.540001,2.5,25.35,7.9200001,49.330002,25.459999,29.389999,68036.0447836393,438446.379883449,1244.07955910199,782.242990654205,31.93,90298.188,1,1,228853.63,908.92047,22.739998,35798.957,461054.94,495.1232,12.879997,22653.719,1,gentrifying
011902,2712,46.049999,1510,25,829,202,55.68,.92000002,30.57,7.4499998,66.980003,27.559999,33.07,84073,613600,1707,745,27.469999,2793,42.759998,1690.822,69.78505,707.972,221.0748,60.540001,2.5,25.35,7.9200001,49.330002,25.459999,29.389999,68036.04478363971,438446.379883449,1244.07955910199,891.757009345795,31.93,90298.188,1,1,175153.63,462.92044,17.650002,16036.955,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
012000,3973,40.599998,1555,241,1296,608,39.139999,6.0700002,32.619999,15.3,55.959999,24.139999,31,51788,,1399,1417,35.669998,3972,42.220001,2044,133,1076,475,51.459999,3.3499999,27.09,11.96,34.98,19.02,18.24,39579.9596295997,223308.119810202,1009.74635319404,1623,41.490002,90298.188,1,1,,389.25363,20.98,12208.04,461054.94,495.1232,12.879997,22653.719,1,gentrifying
012100,3859,61.259998,1702,175,1133,700,44.099998,4.5300002,29.360001,18.139999,66.949997,26.709999,35.049999,75711,644900,1760,1251,32.419998,3462,52.02,1944,113,981,257,56.150002,3.26,28.34,7.4200001,45.889999,24.17,18.950001,50904.659732042,463735.891777,1128.08023253786,1351,38.360001,90298.188,1,1,181164.11,631.91974,21.059998,24806.34,461054.94,495.1232,12.879997,22653.719,1,gentrifying
012201,4620,42.470001,1869,278,827,1343,40.450001,6.02,17.9,29.07,47.950001,22.4,30.01,67569,608100,1601,1645,35.610001,4723,41.209999,1838.848,312.1812,1393.067,874.7788,38.93,6.6100001,29.5,18.52,34.48,17.790001,17.43,45137.8144662829,251710.623974104,1007.89334217375,2160.42842928216,45.740002,90298.188,1,1,356389.38,593.10663,13.470001,22431.186,461054.94,495.1232,12.879997,22653.719,1,gentrifying
012202,3181,25.620001,1149,429,762,605,36.119999,13.49,23.950001,19.02,32.400002,18.24,23.49,31538,937500,1141,999,31.41,2312,41.209999,900.1518,152.8188,681.9332000000001,428.2212,38.93,6.6100001,29.5,18.52,34.48,17.790001,17.43,45137.8144662829,251710.623974104,1007.89334217375,1057.57157071784,45.740002,90298.188,1,1,685789.38,133.10666,-2.079998,-13599.814,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
012301,2117,19.700001,640,112,717,596,30.23,5.29,33.869999,28.15,26.700001,7.1700001,20.129999,30366,,944,1069,50.5,3135,33.880001,1254,322.8469,969.5512,410.253,40,10.3,30.93,13.09,27.690001,12.15,15.89,33331.5530948002,1488732.21233689,835.012521418216,1474.28364222401,47.029999,90298.188,1,1,,108.98748,-.98999977,-2965.553,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
012302,2713,43.09,1087,137,797,615,40.07,5.0500002,29.379999,22.67,56.360001,22.66,35.450001,56295,,1598,1012,37.299999,3070,33.880001,1228,316.1531,949.4488,401.747,40,10.3,30.93,13.09,27.690001,12.15,15.89,33331.5530948001,1488732.21233689,835.012521418215,1443.71635777599,47.029999,90298.188,1,1,,762.98749,28.67,22963.447,461054.94,495.1232,12.879997,22653.719,1,gentrifying
012401,4667,24.43,1497,521,1180,1262,32.080002,11.16,25.280001,27.040001,29.309999,11.17,16.92,32571,,1003,2080,44.57,4652,40.189999,1784.554,383.5002,1260.722,952.7851000000001,38.360001,8.2399998,27.1,20.48,30.32,8.9399996,21.09,29934.7283295248,1093285.22946323,821.914337682879,2266.91255495847,48.73,90298.188,1,1,,181.08566,-1.0100002,2636.2717,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
012402,4662,43.689999,1546,391,1470,1011,33.16,8.3900003,31.530001,21.690001,55.43,25.6,36.869999,60356,868800,1407,1690,36.25,3536,40.189999,1356.446,291.4998,958.2785,724.2148999999999,38.360001,8.2399998,27.1,20.48,30.32,8.9399996,21.09,29934.7283295248,1093285.22946323,821.914337682878,1723.08744504152,48.73,90298.188,1,1,-224485.23,585.08563,25.110001,30421.271,461054.94,495.1232,12.879997,22653.719,1,gentrifying
012501,4293,18.68,1012,396,1442,1193,23.57,9.2200003,33.59,27.790001,36.139999,8.0299997,14.19,24956,656300,788,2449,57.049999,3778,19.620001,1091.303,547.1182,1364.617,490.8906,28.889999,14.48,36.119999,12.99,13.69,6.0599999,12.05,18191.0245873612,0,556.451126608758,1744.51973599068,46.18,90298.188,1,1,656300,231.54887,22.450001,6764.9756,461054.94,495.1232,12.879997,22653.719,1,gentrifying
012502,3674,11.38,727,546,1443,592,19.790001,14.86,39.279999,16.110001,13.91,12.6,11.15,16129,,526,1635,44.5,3930,19.620001,1135.209,569.1303,1419.52,510.6406,28.889999,14.48,36.119999,12.99,13.69,6.0599999,12.05,18191.0245873612,0,556.451126608758,1814.70687200725,46.18,90298.188,1,1,,-30.451126,.22000027,-2062.0247,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
012601,2516,39.150002,1913,62,292,238,76.029999,2.46,11.61,9.46,82.889999,48.779999,26.940001,149485,1765000,2674,476,18.92,2311,42.790001,1962.587,12.22503,205.0043,78.52227999999999,84.919998,.52999997,8.8699999,3.4000001,74.459999,42.09,21.870001,130430.052304455,1166387.7076366,2065.07733138236,335.718006103764,14.53,90298.188,0,0,598612.31,608.92267,8.4300003,19054.947,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
012602,2844,41.630001,2158,13,496,111,75.879997,.46000001,17.440001,3.9000001,85.309998,44.919998,24.639999,158109,2000001,2608,559,19.66,2604,42.790001,2211.413,13.77497,230.9957,88.47772000000001,84.919998,.52999997,8.8699999,3.4000001,74.459999,42.09,21.870001,130430.052304455,1166387.7076366,2065.07733138236,378.281993896236,14.53,90298.188,0,0,833613.31,542.92267,10.849998,27678.947,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
012700,4092,35.529999,3167,36,384,295,77.389999,.88,9.3800001,7.21,85.599998,38.290001,36.740002,153615,1977600,2535,569,13.91,3498.71589840075,41.580002,2954.448,7.00693,331.1553,123.0628,84.440002,.2,9.4700003,3.52,77.599998,38.619999,30.1,138381.787333531,1315801.31414119,2309.41085860398,492.249088601297,14.07,90298.188,0,0,661798.69,225.58914,8,15233.213,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
012800,4556,38.59,3575,2,373,531,78.470001,.039999999,8.1899996,11.65,79.519997,41.299999,23.15,182368,2000001,2285,783,17.190001,4207.28410159925,38.369999,3551.552,16.99307,380.8447,153.9372,84.410004,.40000001,9.0500002,3.6600001,76.760002,39.43,25.059999,156076.810195129,1488732.21233689,1826.46209220852,610.750911398703,14.52,90298.188,0,0,511268.78,458.5379,2.7599945,26291.189,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
012901,2783,44.700001,2148,1,365,150,77.18,.039999999,13.12,5.3899999,90,40.130001,32.299999,154798,1229800,2292,468,16.82,2561,48.84,2072.678,20.19716,274.2326,125.2224,80.93,.79000002,10.71,4.8899999,69.839996,41.259998,22.52,105370.582198268,972044.334035348,1697.73901466394,487.424815983176,19.030001,90298.188,0,0,257755.67,594.26099,20.160004,49427.418,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
012902,3865,56.82,3061,83,353,238,79.199997,2.1500001,9.1300001,6.1599998,82.150002,38.57,28.209999,132563,2000001,2527,431,11.15,3145,48.84,2545.322,24.80284,336.7674,153.7776,80.93,.79000002,10.71,4.8899999,69.839996,41.259998,22.52,105370.582198268,972044.334035348,1697.73901466394,598.575184016824,19.030001,90298.188,0,0,1027956.7,829.26099,12.310005,27192.418,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
013000,4719,52.490002,3930,0,403,246,83.279999,0,8.54,5.21,88.440002,49.599998,24.950001,170792,2000001,2520,622,13.18,4130,44.290001,3450,18,409,157,83.540001,.44,9.8999996,3.8,75.739998,41.740002,26.26,154583.162754555,1284436.86180088,1831.62262752076,548,13.27,90298.188,0,0,715564.13,688.37738,12.700005,16208.837,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
013101,4061,48.950001,2920,85,629,290,71.900002,2.0899999,15.49,7.1399999,86.720001,51.599998,23.5,181161,1176100,2633,731,18,3616,41.669998,2934.4,56.47379,384.6927,153.7653,81.150002,1.5599999,10.64,4.25,76.050003,38.220001,31.07,122799.271041,913357.614605639,2071.46756820878,779.450131436525,21.559999,90298.188,0,0,262742.38,561.53241,10.669998,58361.73,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
013102,3012,41.77,1971,9,569,239,65.440002,.30000001,18.889999,7.9299998,87.540001,39.919998,24.469999,171333,1687500,2563,722,23.969999,2851,41.669998,2313.6,44.52621,303.3073,121.2347,81.150002,1.5599999,10.64,4.25,76.050003,38.220001,31.07,122799.271041,913357.614605638,2071.46756820878,614.549868563475,21.559999,90298.188,0,0,774142.38,491.53244,11.489998,48533.73,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
013200,4292,24.25,2943,115,793,335,68.57,2.6800001,18.48,7.8099999,91.75,43.330002,34.389999,204909,2000001,2832,860,20.040001,4436,29.190001,3772,49,410,135,85.029999,1.1,9.2399998,3.04,80.75,41.279999,29.83,172948.665851357,1488732.21233689,2367.18934011674,752,16.950001,90298.188,0,0,511268.78,464.81067,11,31960.334,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
013300,4634,18.709999,3343,76,616,340,72.139999,1.64,13.29,7.3400002,82,38.259998,33.799999,166103,2000001,1762,819,17.67,4145,27.549999,3553,42,329,109,85.720001,1.01,7.9400001,2.6300001,77.489998,36.790001,29.040001,178198.601144907,1488732.21233689,1825.61925065467,557,13.44,90298.188,0,0,511268.78,-63.619251,4.5100021,-12095.602,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
013400,3742,33.400002,2515,33,631,276,67.209999,.88,16.860001,7.3800001,88.029999,44.060001,27.32,194412,2000001,2581,612,16.35,3665,40.16,3006,101,330,140,82.019997,2.76,9,3.8199999,83.650002,34.360001,35.130001,127999.195660218,1369738.85737659,1942.81090512842,403,11,90298.188,0,0,630262.13,638.18909,4.3799973,66412.805,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
013500,2606,27.780001,1639,62,586,156,62.889999,2.3800001,22.49,5.9899998,80.129997,42.41,34.310001,153148,1712800,1862,642,24.639999,2666,39.610001,2120,51,304,110,79.519997,1.91,11.4,4.1300001,72.279999,37.18,30.98,120873.41026211,1064542.86719768,1605.9910547849,507,18.67,90298.188,0,0,648257.13,256.00894,7.8499985,32274.59,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
015100,2624,41.5,1309,68,978,148,49.889999,2.5899999,37.27,5.6399999,80.5,34.779999,36.740002,107568,898800,2226,916,34.91,2420,34.919998,1615,58,538,129,66.739998,2.4000001,22.23,5.3299999,60.75,29.940001,30.16,87461.970045843,621487.31063598,1448.92206405694,757,32.209999,90298.188,1,0,277312.69,777.07794,19.75,20106.029,461054.94,495.1232,12.879997,22653.719,1,gentrifying
015200,4277,37.34,2466,186,1048,395,57.66,4.3499999,24.5,9.2399998,66.989998,36.970001,38.959999,101475,1203100,2065,829,19.379999,3857,39.150002,2526,185,845,162,65.489998,4.8000002,21.91,4.1999998,61.27,27.129999,31.18,84377.6400663414,790204.153769589,1464.28262307981,1137,29.48,90298.188,1,0,412895.84,600.71741,5.7199974,17097.359,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
015300,2289,35.259998,1326,266,298,275,57.93,11.62,13.02,12.01,75.690002,36.560001,33.029999,153750,1122400,2556,395,17.26,2114,39.549999,1376,262,264,113,65.089996,12.39,12.49,5.3499999,61.959999,35.900002,29.610001,107635.314137258,1124460.51755835,1685.37934351763,355,16.639999,90298.188,0,0,-2060.5176,870.62067,13.730003,46114.688,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
015400,5951,37.619999,3831,36,1351,313,64.379997,.60000002,22.700001,5.2600002,80.43,35.009998,38.119999,136250,2000001,2360,1165,19.58,5762,36.84,3731,281,1236,312,64.75,4.8800001,21.450001,5.4099998,63.02,30.309999,32.889999,103988.093676641,930567.586564001,1744.86994612495,1292,22.549999,90298.188,0,0,1069433.4,615.13007,17.41,32261.906,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
015500,3551,31.51,1641,58,1163,329,46.209999,1.63,32.75,9.2600002,52.130001,31.99,34.529999,79783,970400,1470,1217,34.27,3591,31.440001,1594,628,1053,196,44.389999,17.49,29.32,5.46,44.599998,28.620001,24.620001,56295.0796054025,460642.326825,1308.60862076832,1255,34.639999,90298.188,1,1,509757.69,161.39137,7.5300026,23487.92,461054.94,495.1232,12.879997,22653.719,1,gentrifying
015600,3506,35.599998,1343,88,1270,512,38.310001,2.51,36.220001,14.6,69.959999,27.780001,37.990002,112702,1328100,1842,996,28.41,2821,42.93,1544,86,911,164,54.73,3.05,32.290001,5.8099999,62.91,20.379999,40.369999,98418.97432996771,909277.486917957,1585.30625273147,811,28.75,90298.188,0,0,418822.5,256.69376,7.0499992,14283.025,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
015700,8904,56.59,4212,545,2140,1139,47.299999,6.1199999,24.030001,12.79,76.690002,21.059999,40.560001,124942,1186000,2353,1547,17.370001,6875,57.560001,3823,509,1639,567,55.610001,7.4000001,23.84,8.25,56.830002,16.75,31.92,91632.59763970099,864900.7035845,1653.31478618517,1265,18.4,90298.188,0,0,321099.28,699.68524,19.860001,33309.402,461054.94,495.1232,12.879997,22653.719,,non-gentrifiable
015801,3837,25.59,1541,1015,763,240,40.16,26.450001,19.889999,6.25,54.389999,27,33.599998,88636,1032900,1558,1008,26.27,3947,41.439999,1721.607,1197.14,560.6567,257.3506,43.619999,30.33,14.2,6.52,48.16,17.91,35,70555.1542302826,666526.187422882,1306.04169464402,687.034201717362,17.41,90298.188,1,1,366373.81,251.9583,6.2299995,18080.846,461054.94,495.1232,12.879997,22653.719,0,non-gentrifying
